Card Name,Rating - Draftmancer,Rating - AF,Set,Source
Kristoff - Reindeer Keeper,0,D,5,Frank Karsten
Don't Let the Frostbite Bite,0,D,5,Frank Karsten
The Queen - Cruelest of All,0,D,5,Frank Karsten
Medal of Heroes,0,D,5,Frank Karsten
Queen's Sensor Core,0,D,5,Frank Karsten
Daisy Duck - Donald's Date,0,D,5,Frank Karsten
The Queen - Crown of the Council,0,D,5,Frank Karsten
Belle - Of the Ball,0,D,5,Frank Karsten
Robin Hood - Sharpshooter,0,D,5,Frank Karsten
Gathering Knowledge and Wisdom,0,F,5,Frank Karsten
Basil's Magnifying Glass,0,F,5,Frank Karsten
We Know the Way,0,F,5,Frank Karsten
Blast From Your Past,0,F,5,Frank Karsten
Remember Who You Are,0,F,5,Frank Karsten
Revive,0,F,5,Frank Karsten
Pete - Wrestling Champ,0,F,5,Frank Karsten
Hide Away,0,F,5,Frank Karsten
Obscurosphere,0,F,5,Frank Karsten
The Sword Released,0,F,5,Frank Karsten
The Great Illuminary - Radiant Ballroom,0,F,5,Frank Karsten
Sapphire Chromicon,0,F,5,Frank Karsten
Merlin's Cottage - The Wizard's Home,0,F,5,Frank Karsten
All Funned Out,0,F,5,Frank Karsten
Merlin's Carpetbag,0,F,5,Frank Karsten
Royal Tantrum,0,F,5,Frank Karsten
Sugar Rush Speedway - Starting Line,0,F,5,Frank Karsten
Maui - Half‐Shark,5,A,6,Frank Karsten
Judy Hopps - Resourceful Rabbit,5,A,6,Frank Karsten
Baymax - Armored Companion,5,A,6,Frank Karsten
Nani - Caring Sister,5,A,6,Frank Karsten
Genie - Wish Fulfilled,5,A,6,Frank Karsten
Go Go Tomago - Darting Dynamo,5,B+,6,Frank Karsten
Calhoun - Marine Sergeant,5,B+,6,Frank Karsten
Wendy Darling - Courageous Captain,5,B+,6,Frank Karsten
Tinker Bell - Fast Flier,5,B+,6,Frank Karsten
Captain Hook - Underhanded,5,B+,6,Frank Karsten
Aladdin - Intrepid Commander,5,B+,6,Frank Karsten
Yzma - Conniving Chemist,5,B+,6,Frank Karsten
Markowski - Space Trooper,5,B+,6,Frank Karsten
Pluto - Guard Dog,5,B+,6,Frank Karsten
Gantu - Captain Crankyhead,5,B+,6,Frank Karsten
Jim Hawkins - Rigging Specialist,5,B+,6,Frank Karsten
Mickey Mouse - Pirate Captain,5,B+,6,Frank Karsten
Simba - Pride Protector,5,B+,6,Frank Karsten
Hades - Lord of the Dead,5,B+,6,Frank Karsten
Goofy - Flying Goof,5,B+,6,Frank Karsten
Genie - Wonderful Trickster,5,B+,6,Frank Karsten
Jim Hawkins - Honorable Pirate,5,B+,6,Frank Karsten
Sail The Azurite Sea,5,B+,6,Frank Karsten
Moana - Self-Taught Sailor,4,B,6,Frank Karsten
Lilo - Escape Artist,4,B,6,Frank Karsten
Bellwether - Assistant Mayor,4,B,6,Frank Karsten
Dale - Friend in Need,4,B,6,Frank Karsten
King Hubert - Phillip's Father,4,B,6,Frank Karsten
Owl - Pirate Lookout,4,B,6,Frank Karsten
Pleakley - Scientific Expert,4,B,6,Frank Karsten
Sour Bill - Surly Henchman,4,B,6,Frank Karsten
Tadashi Hamada - Gifted Roboticist,4,B,6,Frank Karsten
Tiana - Restaurant Owner,4,B,6,Frank Karsten
Captain Amelia - Commander of the Legacy,4,B,6,Frank Karsten
Dale - Mischievous Ranger,4,B,6,Frank Karsten
Iago - Reappearing Parrot,4,B,6,Frank Karsten
Raya - Kumandran Rider,4,B,6,Frank Karsten
Abu - Bold Helmsman,4,B,6,Frank Karsten
Prince Naveen - Vigilant First Mate,4,B,6,Frank Karsten
Scar - Heartless Hunter,4,B,6,Frank Karsten
Sisu - In Her Element,4,B,6,Frank Karsten
Tuk Tuk - Big Buddy,4,B,6,Frank Karsten
Tinker Bell - Queen of the Azurite Fairies,4,B,6,Frank Karsten
Ambush!,4,B,6,Frank Karsten
I'm Still Here,4,B,6,Frank Karsten
Diablo - Obedient Raven,4,B-,6,Frank Karsten
Michael Darling - Playful Swordsman,4,B-,6,Frank Karsten
Tootles - Lost Boy,4,B-,6,Frank Karsten
Yokai - Professor Callaghan,4,B-,6,Frank Karsten
Rafiki - Shaman of the Savanna,4,B-,6,Frank Karsten
Madam Mim - Tiny Adversary,4,B-,6,Frank Karsten
Basil - Hypnotized Mouse,4,B-,6,Frank Karsten
Jasmine - Rebellious Princess,4,B-,6,Frank Karsten
Jasmine - Royal Seafarer,4,B-,6,Frank Karsten
John Silver - Ship's Cook,4,B-,6,Frank Karsten
Zipper - Astute Decoy,4,B-,6,Frank Karsten
B.E.N. - Eccentric Robot,4,B-,6,Frank Karsten
Chip - Ranger Leader,4,B-,6,Frank Karsten
The Walrus - Greedy Gourmand,4,B-,6,Frank Karsten
Cobra Bubbles - Former CIA,4,B-,6,Frank Karsten
Mama Odie - Solitary Sage,4,B-,6,Frank Karsten
Mullins - Seasoned Shipmate,4,B-,6,Frank Karsten
Mr. Smee - Captain of the Jolly Roger,4,B-,6,Frank Karsten
Scar - Tempestuous Lion,4,B-,6,Frank Karsten
Wreck-It Ralph - Ham Hands,4,B-,6,Frank Karsten
Peter Pan - Never Land Prankster,4,B-,6,Frank Karsten
John Silver - Stern Captain,4,B-,6,Frank Karsten
Energy Blast,4,B-,6,Frank Karsten
Heffalumps and Woozles,4,B-,6,Frank Karsten
Twin Fire,4,B-,6,Frank Karsten
Fred - Mascot by Day,3,C+,6,Frank Karsten
Mertle Edmonds - Lilo's Rival,3,C+,6,Frank Karsten
Aladdin - Fearless Navigator,3,C+,6,Frank Karsten
Gadget Hackwrench - Perceptive Mouse,3,C+,6,Frank Karsten
Kohut - Trusted Marine,3,C+,6,Frank Karsten
Prince Naveen - Carefree Explorer,3,C+,6,Frank Karsten
Mr. Arrow - Legacy's First Mate,3,C+,6,Frank Karsten
Mr. Smee - Steadfast Mate,3,C+,6,Frank Karsten
Roo - Littlest Pirate,3,C+,6,Frank Karsten
Winnie the Pooh - Hunny Pirate,3,C+,6,Frank Karsten
Mr. Litwak - Arcade Owner,3,C+,6,Frank Karsten
Tigger - In the Crow's Nest,3,C+,6,Frank Karsten
Chief Bogo - Gazelle Fan,3,C+,6,Frank Karsten
Dawson - Basil's Assistant,3,C+,6,Frank Karsten
Dr. Delbert Doppler - Fussy Astronomer,3,C+,6,Frank Karsten
Hiro Hamada - Team Leader,3,C+,6,Frank Karsten
Wasabi - Methodical Engineer],3,C+,6,Frank Karsten
Hades - Strong Arm,3,C+,6,Frank Karsten
Basil - Disguised Detective,3,C+,6,Frank Karsten
Gadget Hackwrench - Brilliant Bosun,3,C+,6,Frank Karsten
Jasmine - Royal Commodore,3,C+,6,Frank Karsten
Yokai - Scientific Supervillain,3,C+,6,Frank Karsten
Helping Hand,3,C+,6,Frank Karsten
Hot Potato,3,C+,6,Frank Karsten
Unfortunate Situation,3,C+,6,Frank Karsten
Longboat,3,C+,6,Frank Karsten
Pixie Dust,3,C+,6,Frank Karsten
Scrump,3,C+,6,Frank Karsten
Gazelle - Angel with Horns,2,C,6,Frank Karsten
HeiHei - Not-So-Tricky Chicken,2,C,6,Frank Karsten
Honey Lemon - Chemical Genius,2,C,6,Frank Karsten
Juju - Mama Odie's Companion,2,C,6,Frank Karsten
Stitch - Little Trickster,2,C,6,Frank Karsten
Alice - Savvy Sailor,2,C,6,Frank Karsten
Baymax - Personal Healthcare Companion,2,C,6,Frank Karsten
Chip - Friend Indeed,2,C,6,Frank Karsten
Genie - Excited Shipbuilder,2,C,6,Frank Karsten
Kanga - Nurturing Mother,2,C,6,Frank Karsten
Magic Carpet - Amazing Flier,2,C,6,Frank Karsten
Pete - Freebooter,2,C,6,Frank Karsten
The White Rose - Jewel of the Garden,2,C,6,Frank Karsten
Daisy Duck - Pirate Captain,2,C,6,Frank Karsten
Gopher - Ship's Carpenter,2,C,6,Frank Karsten
Hercules - Unwavering Demigod,2,C,6,Frank Karsten
John Silver - Ferocious Friend,2,C,6,Frank Karsten
March Hare - Absurd Host,2,C,6,Frank Karsten
Kakamora - Boarding Party,2,C,6,Frank Karsten
Hercules - Baby Demigod,2,C,6,Frank Karsten
Tadashi Hamada - Baymax Inventor,2,C,6,Frank Karsten
Kakamora - Pirate Chief,2,C,6,Frank Karsten
Chip 'N' Dale - Recovery Rangers,2,C,6,Frank Karsten
Lead the Way,2,C,6,Frank Karsten
Lose the Way,2,C,6,Frank Karsten
Making Magic,2,C,6,Frank Karsten
Megabot,2,C,6,Frank Karsten
Rescue Rangers Away!,2,C,6,Frank Karsten
Skull Rock - Isolated Fortress,2,C,6,Frank Karsten
Galactic Council Chamber - Courtroom,2,C,6,Frank Karsten
Mad Hatter - Eccentric Host,1,C-,6,Frank Karsten
Nick Wilde - Soggy Fox,1,C-,6,Frank Karsten
Rabbit - Indignant Pirate,1,C-,6,Frank Karsten
Kakamora - Pirate Pitcher,1,C-,6,Frank Karsten
Aunt Cass - Biggest Fan,1,C-,6,Frank Karsten
Grand Councilwoman - Federation Leader,1,C-,6,Frank Karsten
Hiram Flaversham - Intrigued Inventor,1,C-,6,Frank Karsten
Olivia Flaversham - The Toymaker's Daughter,1,C-,6,Frank Karsten
John Darling - Sophisticated Swordsman,1,C-,6,Frank Karsten
Jim Hawkins - Stubborn Cabin Boy,1,C-,6,Frank Karsten
Oswald - The Lucky Rabbit,1,C-,6,Frank Karsten
Simba - Happy-Go-Lucky,1,C-,6,Frank Karsten
The Carpenter - Dinner Companion,1,C-,6,Frank Karsten
Adorabeezle Winterpop - Ice Rocket Racer,1,C-,6,Frank Karsten
Alistair Krei - Ambitious Entrepreneur,1,C-,6,Frank Karsten
Billy Bones - Space Sailor,1,C-,6,Frank Karsten
David - Impressive Surfer,1,C-,6,Frank Karsten
Donald Duck - First Mate,1,C-,6,Frank Karsten
Mickey Mouse - Courageous Sailor,1,C-,6,Frank Karsten
Mickey Mouse - Night Watch,1,C-,6,Frank Karsten
Nick Wilde - Sly Fox,1,C-,6,Frank Karsten
Prince Phillip - Royal Explorer,1,C-,6,Frank Karsten
Vanellope von Schweetz - Gutsy Go-Getter,1,C-,6,Frank Karsten
Heathcliff - Stoic Butler,1,C-,6,Frank Karsten
Monterey Jack - Good-Hearted Ranger,1,C-,6,Frank Karsten
Mr. Big - Shrewd Tycoon,1,C-,6,Frank Karsten
Peter Pan - Shadow Catcher,1,C-,6,Frank Karsten
Stitch - Alien Buccaneer,1,C-,6,Frank Karsten
Yokai - Enigmatic Inventor,1,C-,6,Frank Karsten
Goofy - Expert Shipwright,1,C-,6,Frank Karsten
Jafar - Power-Hungry Vizier,1,C-,6,Frank Karsten
Moana - Kakamora Leader,1,C-,6,Frank Karsten
Mosquito Bite,1,C-,6,Frank Karsten
Prepare to Board!,1,C-,6,Frank Karsten
You Came Back,1,C-,6,Frank Karsten
We Could Be Immortals,1,C-,6,Frank Karsten
Jumbo Pop,1,C-,6,Frank Karsten
Fairy Ship - Royal Vessel,1,C-,6,Frank Karsten
Institute of Technology - Prestigious University,1,C-,6,Frank Karsten
Perilous Maze - Watery Labyrinth,1,C-,6,Frank Karsten
Rescue Rangers Submarine - Mobile Headquarters,1,C-,6,Frank Karsten
Kakamora - Long-Range Specialist,0,D,6,Frank Karsten
Gadget Hackwrench - Creative Thinker,0,D,6,Frank Karsten
Hiro Hamada - Robotics Prodigy,0,D,6,Frank Karsten
Madam Mim - Truly Marvelous,0,D,6,Frank Karsten
Minnie Mouse - Pirate Lookout,0,D,6,Frank Karsten
Sisu - Uniting Dragon,0,D,6,Frank Karsten
Rafiki - Ethereal Guide,0,D,6,Frank Karsten
Bend to My Will,0,D,6,Frank Karsten
I Won't Give In,0,D,6,Frank Karsten
Seeking the Half Crown,0,D,6,Frank Karsten
Thievery,0,D,6,Frank Karsten
Baymax's Healthcare Chip,0,D,6,Frank Karsten
Card Soldier's Spear,0,D,6,Frank Karsten
Galactic Communicator,0,D,6,Frank Karsten
Gold Coin,0,D,6,Frank Karsten
King's Sensor Core,0,D,6,Frank Karsten
Microbots,0,D,6,Frank Karsten
Pooh Pirate Ship,0,D,6,Frank Karsten
Training Dummy,0,D,6,Frank Karsten
Hundred Acre Island - Pooh's Home,0,D,6,Frank Karsten
Mystical Tree - Mama Odie's Home,0,D,6,Frank Karsten
Treasure Mountain - Azurite Sea Island,0,D,6,Frank Karsten
A Very Merry Unbirthday,0,F,6,Frank Karsten
Good Job!,0,F,6,Frank Karsten
Prepare Your Bot,0,F,6,Frank Karsten
Safe and Sound,0,F,6,Frank Karsten
The Islands I Pulled From The Sea,0,F,6,Frank Karsten
Naveen's Ukulele,0,F,6,Frank Karsten
Transport Pod,0,F,6,Frank Karsten
Mad Hatter's Teapot,0,F,6,Frank Karsten
Maleficent's Staff,0,F,6,Frank Karsten
Sunglasses,0,F,6,Frank Karsten
Flotilla - Coconut Armada,0,F,6,Frank Karsten
Owl Island - Secluded Entrance,0,F,6,Frank Karsten
Sugar Rush Speedway - Finish Line,0,F,6,Frank Karsten
Roger Radcliffe - Dog Lover,0,D+,7,Be Our Guest
Dolores Madrigal - Within Earshot,0,D+,7,Be Our Guest
Pain - Impudent Imp,1,C-,7,Be Our Guest
Amber Coil,0,D+,7,Be Our Guest
Mulan - Disguised Soldier,3,C+,7,Be Our Guest
Heihei - Rambling Rooster,4,B-,7,Be Our Guest
Dawson - Puzzling Sleuth,0,D-,7,Be Our Guest
Merlin - Clever Clairvoyant,0,D,7,Be Our Guest
Water Has Memory,0,F,7,Be Our Guest
Monsieur D'arque - Despicable Proprietor,1,D*,7,Be Our Guest
Pete - Pirate Scoundrel,0,D,7,Be Our Guest
Unconventional Tool,0,D,7,Be Our Guest
"Wake up, Alice!",0,F,7,Be Our Guest
Card Soldiers - Royal Troops,1,C-,7,Be Our Guest
Kanine Krunchies,0,F*,7,Be Our Guest
Toby - Dogged Companion,3,C+,7,Be Our Guest
Toulouse - Artistic Kitten,1,C-,7,Be Our Guest
He's a Tramp,0,F,7,Be Our Guest
Lady - Elegant Spaniel,0,F,7,Be Our Guest
Restoring the Heart,4,B-,7,Be Our Guest
Mattias - Arendelle General,0,D+,7,Be Our Guest
Razoul - Menacing Guard,0,F,7,Be Our Guest
Tuk Tuk - Disarmingly Cute,0,F*,7,Be Our Guest
Freckles - Good boy,1,C-,7,Be Our Guest
Baymax - Low Battery,2,C,7,Be Our Guest
Elsa - Trusted Sister,5,B*,7,Be Our Guest
Training Staff,0,D+,7,Be Our Guest
Honeymaren - Northuldra Guide,4,B,7,Be Our Guest
Penny The Orphan - Clever Child,1,C-,7,Be Our Guest
The Phantom Blot - Shadowy Figure,3,C+,7,Be Our Guest
Trusty - Loyal Bloodhound,2,C,7,Be Our Guest
Double Trouble,3,C+,7,Be Our Guest
Queen of Hearts - Losing Her Temper,2,C,7,Be Our Guest
Sir Kay - Unruly Knight,1,C-,7,Be Our Guest
Milo Thatch - Undaunted Scholar,1,C-,7,Be Our Guest
Show me More!,0,F,7,Be Our Guest
Penny - Bolt's Person,4,B,7,Be Our Guest
Yzma - Transformed Kitten,0,D+,7,Be Our Guest
Steel Coil,0,F,7,Be Our Guest
Ruby Coil,1,C-,7,Be Our Guest
Helga Sinclair - Tough as Nails,4,B-,7,Be Our Guest
Mickey Mouse - Inspirational Warrior,0,F,7,Be Our Guest
Minnie Mouse - Storyteller,0,F,7,Be Our Guest
Honey Lemon - Chemistry Whiz,0,D+,7,Be Our Guest
Yzma - Exasperated Schemer,1,C-,7,Be Our Guest
Sapphire Coil,0,D+,7,Be Our Guest
Grandmother Fa - Spirited Elder,2,C,7,Be Our Guest
Donald Duck - Lively Pirate,0,F,7,Be Our Guest
The Prince - Vigilant Suitor,0,F*,7,Be Our Guest
Cy-bug - Invasive Enemy,0,D+,7,Be Our Guest
This is my Family,4,B-,7,Be Our Guest
Diablo - Spiteful Raven,3,C+,7,Be Our Guest
Candlehead - Dedicated Racer,1,C-,7,Be Our Guest
So Much to Give,3,C+,7,Be Our Guest
Grewnge - Cannon Expert,0,D+,7,Be Our Guest
Magical Maneuvers,0,D,7,Be Our Guest
Archimedes - Exceptional Owl,0,D+,7,Be Our Guest
Akela - Wolf Pack Elder,2,C,7,Be Our Guest
Devil's Eye Diamond,0,D+,7,Be Our Guest
The Glass Slipper,0,F,7,Be Our Guest
Bolt - Headstrong Dog,0,D+,7,Be Our Guest
Marie - Favored Kitten,2,C,7,Be Our Guest
Duchess - Elegant Feline,2,C,7,Be Our Guest
Tramp - Enterprising Dog,1,C-,7,Be Our Guest
Yokai - Intellectual Schemer,0,F,7,Be Our Guest
Rajah - Ghostly Tiger,5,B+,7,Be Our Guest
Spaghetti Dinner,0,F,7,Be Our Guest
The Troubadour - Musical Narrator,0,D+,7,Be Our Guest
Calhoun - Battle Tested,0,F,7,Be Our Guest
Belle - Apprentice Inventor,0,D+,7,Be Our Guest
Bucky - Nutty Rascal,5,B+,7,Be Our Guest
Fa Zhou - War Hero,3,C+,7,Be Our Guest
Pacha - Trekmate,0,D+,7,Be Our Guest
Anastasia - Bossy Stepsister,1,C-,7,Be Our Guest
Raya - Guidance Seeker,3,C+,7,Be Our Guest
Pepa Madrigal - Sensitive Sister,0,D+,7,Be Our Guest
Maurice's Machine,0,F,7,Be Our Guest
Cogsworth - Climbing Clock,0,D+,7,Be Our Guest
Li Shang - Newly Promoted,0,F,7,Be Our Guest
Emerald Coil,0,F,7,Be Our Guest
Amethyst Coil,0,F,7,Be Our Guest
We've Got Company!,0,F,7,Be Our Guest
Lucky - Runt of the Litter,0,F,7,Be Our Guest
Kenai - Magical Bear,5,B+,7,Be Our Guest
Gaetan Moliere - The Mole,3,C+,7,Be Our Guest
Mother Gothel - Vain Sorceress,3,C+,7,Be Our Guest
Orville - Albatross Air,1,C-,7,Be Our Guest
Mirabel Madrigal - Hopeful Dreamer,1,C-,7,Be Our Guest
Koda - Smallish Bear,2,C,7,Be Our Guest
Kashekim - Ancient Ruler,1,C-,7,Be Our Guest
Baymax's Charging Station,0,F,7,Be Our Guest
Robin Hood - Eye for Detail,2,C,7,Be Our Guest
Pepper - Quick-Thinking Puppy,2,C,7,Be Our Guest
Aurora - Waking Beauty,0,D+,7,Be Our Guest
Hiro Hamada - Future Champion,0,D+,7,Be Our Guest
Mariano Guzman - Handsome Suitor,3,C+,7,Be Our Guest
Peg - Natural Performer,2,C,7,Be Our Guest
Jafar - Aspiring Ruler,3,C+,7,Be Our Guest
Ink Geyser,0,F,7,Be Our Guest
Denahi - Impatient Hunter,4,B,7,Be Our Guest
Mr.Smee - Efficient Captain,0,F,7,Be Our Guest
Berlioz - Mischievous Kitten,1,C-,7,Be Our Guest
Thomas O'Malley - Feline Charmer,0,D+,7,Be Our Guest
Giant Cobra - Ghostly Serpent,5,B+,7,Be Our Guest
Perla - Nimble Seamstress,5,A-,7,Be Our Guest
Moana - Adventurer of Land and Sea,0,D+,7,Be Our Guest
Drizella - Spoiled Stepsister,2,C,7,Be Our Guest
The Queen - Jealous Beauty,4,B-,7,Be Our Guest
Stabbington Brother - Without a Patch,2,C,7,Be Our Guest
Aladdin - Research Assistant,0,F/C,7,Be Our Guest
Kenai - Protective Brother,2,C,7,Be Our Guest
Suzy - Master Seamstress,1,C-,7,Be Our Guest
Snow White - Fairest in the Land,5,A+,7,Be Our Guest
Shere Khan - Infamous Tiger,4,B-,7,Be Our Guest
Jebidiah Farnsworth - Expedition Cook,2,C,7,Be Our Guest
Cinderella - The Right One,0,D+,7,Be Our Guest
Anna - Ice Breaker,3,C+,7,Be Our Guest
Maurice - Unconventional Inventor,0,D+,7,Be Our Guest
Treasure Guardian - Foreboding Sentry,0,D+,7,Be Our Guest
Fidget - Sneaky Bat,5,A,7,Be Our Guest
Gizmoduck - Suited Up,2,C,7,Be Our Guest
Beagle Boys - Small-Time Crooks,4,B,7,Be Our Guest
Moana - Island Explorer,4,B-,7,Be Our Guest
Kida - Creative Thinker,4,B-,7,Be Our Guest
Gantu - Experienced Enforcer,0,F,7,Be Our Guest
Maid Marian - Badminton Ace,0,D+,7,Be Our Guest
Mufasa - Respected King,2,C,7,Be Our Guest
King Candy - Royal Racer,0,F,7,Be Our Guest
Tanana - Tribal Elder,2,C,7,Be Our Guest
Madame Medusa - Diamond Lover,0,F,7,Be Our Guest
Perdita - Playful Mother,0,D+,7,Be Our Guest
Ratigan - Nefarious Criminal,0,D,7,Be Our Guest
The Matchmaker - Unforgiving Expert,2,C,7,Be Our Guest
King of Hearts - Picky Ruler,2,C,7,Be Our Guest
Scrooge McDuck - Resourceful Miser,2,C,7,Be Our Guest
Kakamora - Band of Pirates,0,D+,7,Be Our Guest
Clarabelle - News Reporter,3,C+,7,Be Our Guest
Panic - High-strung Imp,4,B-,7,Be Our Guest
Dr.Calico - Green-Eyed Man,3,C+,7,Be Our Guest
Kuzco - Panicked Llama,5,B+,7,Be Our Guest
Pascal - Garden Chameleon,5,A-,7,Be Our Guest
Bolt - Dependable Friend,3,C+,7,Be Our Guest
Jafar - Newly Crowned,0,D+,7,Be Our Guest
Iago - Giant Spectral Parrot,5,B+,7,Be Our Guest
Tweedle Dee & Tweedle Dum - Strange Storytellers,5,B+,7,Be Our Guest
Thunderbolt - Wonder Dog,5,A-,7,Be Our Guest
Heihei - Expanded Consciousness,0,F,7,Be Our Guest
Tick-Tock - Relentless Crocodile,3,C+,7,Be Our Guest
Stabbington Brother - With a Patch,1,C-,7,Be Our Guest
Jasmine - Inspired Researcher,0,F,7,Be Our Guest
The Return of Hercules,0,F,7,Be Our Guest
The Family Madrigal,0,F,7,Be Our Guest
All is Found,3,C+,7,Be Our Guest
Chernabog - Creature of the Night,0,F,7,Be Our Guest
Baymax - Upgraded Robot,2,C,7,Be Our Guest
Cheshire Cat - Perplexing Feline,3,C+,7,Be Our Guest
"Fix-it Felix, Jr. - Pint-Sized Hero",0,D+,7,Be Our Guest
Isabela Madrigal - In the Moment,3,C+,7,Be Our Guest
Bagheera - Guardian Jaguar,5,A+,7,Be Our Guest
Kronk - Laid Back,0,F,7,Be Our Guest
Queen of Hearts - Unpredictable Bully,0,F,7,Be Our Guest
Restoring Atlantis,3,C+,7,Be Our Guest
Kuzco - Temporary Whale,2,C,7,Be Our Guest
Mushu - Majestic Dragon,5,A+,7,Be Our Guest
King Stefan - New Father,4,B-,7,Be Our Guest
Edgar Balthazar - Ambitious Butler,2,C,7,Be Our Guest
Mittens - Sassy Street Cat,5,B+,7,Be Our Guest
Bolt - Superdog,3,C+,7,Be Our Guest
Sven - Keen-Eyed Reindeer,5,A-,7,Be Our Guest
Lady - Miss Park Avenue,3,C+,7,Be Our Guest
Lady Kluck - Protective Confidant,3,C+,7,Be Our Guest
Tamatoa - Happy as a Clam,0,D+,7,Be Our Guest
Wreck-It Ralph - Hero's Duty,3,C+,7,Be Our Guest
Mirabel Madrigal - Musically Talented,0,D+,7,Be Our Guest
Madam Mim - Cheating Spellcaster,3,C+,7,Be Our Guest
Rhino - Motivational Speaker,4,B,7,Be Our Guest
Pongo - Dear Old Dad,0,F,7,Be Our Guest
Te Ka - Lava Monster,4,B-,7,Be Our Guest
Basil - Secret Informer,3,C+,7,Be Our Guest
Restoring the Crown,0,F,7,Be Our Guest
Lady Tremaine - Bitterly Jealous,0,F,7,Be Our Guest
Out of Order,2,C,7,Be Our Guest
Baloo - Ol' Iron Paws,0,F,7,Be Our Guest
Miss Bianca - Unwavering Agent,0,D+,7,Be Our Guest
Pete - Space Pirate,2,C,7,Be Our Guest
Baymax - Giant Robot,3,C+,7,Be Our Guest
Mad Hatter - Unruly Eccentric,5,B+,7,Be Our Guest
Hades - Fast Talker,0,F,7,Be Our Guest
Calhoun - Courageous Rescuer,1,C-,7,Be Our Guest
Beast - Frustrated Designer,0,F,7,Be Our Guest
Goofy - Extreme Athlete,4,B-,7,Be Our Guest
Donald Duck - Flustered Sorcerer,3,C+,7,Be Our Guest
Hiro Hamada - Armor Designer,0,D+,7,Be Our Guest
Wendy Darling - Pirate Queen,4,B,7,Be Our Guest
Yzma - Above it All,3,C+,7,Be Our Guest
Tramp - Street-Smart Dog,5,B+,7,Be Our Guest
Elsa - Ice Maker,0,F,7,Be Our Guest
Mulan - Imperial General,4,B-,7,Be Our Guest
Mufasa - Among the Stars,3,C+,7,Be Our Guest
Daisy Duck - Multitalented Pirate,0,F,7,Be Our Guest
John Silver - Vengeful Pirate,2,C,7,Be Our Guest
Lyle Tiberius Rourke - Crystallized Mercenary,0,F,7,Be Our Guest
Belle - Mechanic Extraordinaire,0,F,7,Be Our Guest
Te Ka - Elemental Terror,0,F,7,Be Our Guest
Iago - Giant Spectral Parrot,5,A,7,Frank Karsten
Mushu - Majestic Dragon,5,A,7,Frank Karsten
Lady - Miss Park Avenue,5,A,7,Frank Karsten
Bagheera - Guardian Jaguar,5,A,7,Frank Karsten
Rhino - Motivational Speaker,5,A,7,Frank Karsten
Hades - Fast Talker,5,A,7,Frank Karsten
Perla - Nimble Seamstress,5,B+,7,Frank Karsten
Giant Cobra - Ghostly Serpent,5,B+,7,Frank Karsten
Snow White - Fairest in the Land,5,B+,7,Frank Karsten
Pascal - Garden Chameleon,5,B+,7,Frank Karsten
Fidget - Sneaky Bat,5,B+,7,Frank Karsten
Thunderbolt - Wonder Dog,5,B+,7,Frank Karsten
Miss Bianca - Unwavering Agent,5,B+,7,Frank Karsten
Madam Mim - Cheating Spellcaster,5,B+,7,Frank Karsten
Pete - Space Pirate,5,B+,7,Frank Karsten
Mad Hatter - Unruly Eccentric,5,B+,7,Frank Karsten
Mufasa - Among the Stars,5,B+,7,Frank Karsten
Wendy Darling - Pirate Queen,5,B+,7,Frank Karsten
Mulan - Imperial General,5,B+,7,Frank Karsten
Mulan - Disguised Soldier,4,B,7,Frank Karsten
Rajah - Ghostly Tiger,4,B,7,Frank Karsten
Kenai - Magical Bear,4,B,7,Frank Karsten
Mariano Guzman - Handsome Suitor,4,B,7,Frank Karsten
Bucky - Nutty Rascal,4,B,7,Frank Karsten
Jafar - Aspiring Ruler,4,B,7,Frank Karsten
Anastasia - Bossy Stepsister,4,B,7,Frank Karsten
Panic - High‐Strung Imp,4,B,7,Frank Karsten
Gizmoduck - Suited Up,4,B,7,Frank Karsten
Moana - Island Explorer,4,B,7,Frank Karsten
Jebidiah Farnsworth - Expedition Cook,4,B,7,Frank Karsten
Shere Khan - Infamous Tiger,4,B,7,Frank Karsten
Bolt - Superdog,4,B,7,Frank Karsten
Lady Kluck - Protective Confidant,4,B,7,Frank Karsten
Sven - Keen‐Eyed Reindeer,4,B,7,Frank Karsten
Isabela Madrigal - In the Moment,4,B,7,Frank Karsten
Jasmine - Inspired Researcher,4,B,7,Frank Karsten
Mittens - Sassy Street Cat,4,B,7,Frank Karsten
Te Kā - Lava Monster,4,B,7,Frank Karsten
Wreck-It Ralph - Hero's Duty,4,B,7,Frank Karsten
Baymax - Giant Robot,4,B,7,Frank Karsten
Basil - Secret Informer,4,B,7,Frank Karsten
Yzma - Above It All,4,B,7,Frank Karsten
Goofy - Extreme Athlete,4,B,7,Frank Karsten
Card Soldiers - Royal Troops,4,B-,7,Frank Karsten
HeiHei - Rambling Rooster,4,B-,7,Frank Karsten
Diablo - Spiteful Raven,4,B-,7,Frank Karsten
Baymax - Low Battery,4,B-,7,Frank Karsten
Robin Hood - Eye for Detail,4,B-,7,Frank Karsten
Gaetan Moliere - The Mole,4,B-,7,Frank Karsten
Mother Gothel - Vain Sorceress,4,B-,7,Frank Karsten
The Queen - Jealous Beauty,4,B-,7,Frank Karsten
Kuzco - Panicked Llama,4,B-,7,Frank Karsten
Beagle Boys - Small‐Time Crooks,4,B-,7,Frank Karsten
Dr. Calico - Green‐Eyed Man,4,B-,7,Frank Karsten
Anna - Ice Breaker,4,B-,7,Frank Karsten
