Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes,,LowInkValue,RegularInkValue,,PowerBand Options,max Power Band
Training Grounds - Impossible Pillar,1,C-,4,Frank Karsten,,,1,1,,,
Magic Broom - Lively Sweeper,1,C-,4,Frank Karsten,,,1,1,,,
Panic - Immortal Sidekick,1,C-,4,Frank Karsten,,,1,1,,,
Pete - Born to Cheat,1,C-,4,Frank Karsten,,,0,1,,,
Pete - Rotten Guy,1,C-,4,Frank Karsten,,,1,1,,,
Hidden Cove - Tranquil Haven,1,C-,4,Frank Karsten,,,1,1,,,
Benja - Bold Uniter,1,C-,4,Frank Karsten,,,1,1,,,
Mulan - Enemy of Entanglement,1,C-,4,Frank Karsten,,,1,1,,,
Raya - Guardian of the Dragon Gem,1,C-,4,Frank Karsten,,,1,1,,,
Dig a Little Deeper,1,C-,4,Frank Karsten,,,0,1,,,
Ice Block,1,C-,4,Frank Karsten,,,0,1,,,
One Last Hope,1,C-,4,Frank Karsten,,,0,1,,,
Avalanche,1,C-,4,Frank Karsten,,,0,1,,,
Ariel - Singing Mermaid,1,C-,4,Frank Karsten,,,1,1,,,
Goofy - Musketeer Swordsman,1,C-,4,Frank Karsten,,,0,1,,,
Marshmallow - Terrifying Snowman,1,C-,4,Frank Karsten,,,0,1,,,
Hidden Inkcaster,1,C-,4,Frank Karsten,,,0,1,,,
Aurora - Lore Guardian,1,C-,4,Frank Karsten,,,1,1,,,
Vitalisphere,1,C-,4,Frank Karsten,,,1,1,,,
Rose Lantern,1,C-,4,Frank Karsten,,,1,1,,,
Prince Phillip - Warden of the Woods,1,C-,4,Frank Karsten,,,0,1,,,
Seldom All They Seem,1,C-,4,Frank Karsten,,,1,1,,,
Prince Phillip - Vanquisher of Foes,1,C-,4,Frank Karsten,,,1,1,,,
Alma Madrigal - Family Matriarch,1,C-,4,Frank Karsten,,,0,1,,,
Bruno's Return,1,C-,4,Frank Karsten,,,0,1,,,
Yen Sid - Powerful Sorcerer,1,C-,4,Frank Karsten,,,1,1,,,
Flounder - Collector's Companion,1,C-,4,Frank Karsten,,,1,1,,,
Scuttle - Expert on Humans,1,C-,4,Frank Karsten,,,1,1,,,
Under the Sea,1,C-,4,Frank Karsten,,,0,1,,,
Snuggly Duckling - Disreputable Pub,1,C-,4,Frank Karsten,,,1,1,,,
Triton's Decree,0,D,4,Frank Karsten,,,0,0,,,
Triton's Trident,0,D,4,Frank Karsten,,,0,0,,,
Casa Madrigal - Casita,0,D,4,Frank Karsten,,,0,0,,,
Diablo - Maleficent's Spy,0,D,4,Frank Karsten,,,0,0,,,
Hera - Queen of the Gods,0,D,4,Frank Karsten,,,0,0,,,
Beast - Wounded,0,D,4,Frank Karsten,,,0,0,,,
Imperial Proclamation,0,D,4,Frank Karsten,,,0,0,,,
Aurora - Tranquil Princess,0,D,4,Frank Karsten,,,0,0,,,
Imperial Bow,0,D,4,Frank Karsten,,,0,0,,,
Vision Slab,0,D,4,Frank Karsten,,,0,0,,,
Hades - Double Dealer,0,D,4,Frank Karsten,,,0,0,,,
Glean,0,D,4,Frank Karsten,,,0,0,,,
Cinderella - Melody Weaver,0,D,4,Frank Karsten,,,0,0,,,
Make the Potion,0,D,4,Frank Karsten,,,0,0,,,
Triton - Champion of Atlantica,0,D,4,Frank Karsten,,,0,0,,,
Fa Zhou - Mulan's Father,0,D,4,Frank Karsten,,,0,0,,,
Swing into Action,0,D,4,Frank Karsten,,,0,0,,,
First Aid,0,D,4,Frank Karsten,,,0,0,,,
Poor Unfortunate Souls,0,D,4,Frank Karsten,,,0,0,,,
Mystical Rose,0,D,4,Frank Karsten,,,0,0,,,
Ursula's Plan,0,D,4,Frank Karsten,,,0,0,,,
"I Find 'em, I Flatten 'em!",0,D,4,Frank Karsten,,,0,0,,,
Golden Harp - Enchanter of the Land,0,F,4,Frank Karsten,,,0,0,,,
Miracle Candle,0,F,4,Frank Karsten,,,0,0,,,
Record Player,0,F,4,Frank Karsten,,,0,0,,,
Sisu - Empowered Sibling,3,B,4,Fortyborn,,,2,3,,,
Atlantica - Concert Hall,0,F,4,Frank Karsten,,,0,0,,,
Dodge!,0,F,4,Frank Karsten,,,0,0,,,
Signed Contract,0,F,4,Frank Karsten,,,0,0,,,
The Plank,0,F,4,Frank Karsten,,,0,0,,,
RLS Legacy's Cannon,0,F,4,Frank Karsten,,,0,0,,,
Ursula's Trickery,0,F,4,Frank Karsten,,,0,0,,,
Ariel's Grotto - A Secret Place,0,F,4,Frank Karsten,,,0,0,,,
The Wall - Border Fortress,0,F,4,Frank Karsten,,,0,0,,,
Sign the Scroll,0,F,4,Frank Karsten,,,0,0,,,
Treasures Untold,0,F,4,Frank Karsten,,,0,0,,,
Field of Ice,0,F,4,Frank Karsten,,,0,0,,,
Robin Hood - Timely Contestant,5,A,5,Frank Karsten,,,5,5,,,
Madam Mim - Elephant,5,A,5,Frank Karsten,,,5,5,,,
Scrooge McDuck - Afficionado of Antiquities,5,A,5,Frank Karsten,,,5,5,,,
Camilo Madrigal - Family Copycat,5,A,5,Frank Karsten,,,5,5,,,
Jafar - Tyrannical Hypnotist,5,A,5,Frank Karsten,,,5,5,,,
Luisa Madrigal - Entertaining Muscle,5,A,5,Frank Karsten,,,5,5,,,
Mother Gothel - Unwavering Schemer,5,A,5,Frank Karsten,,,5,5,,,
Anna - Diplomatic Queen,5,A,5,Frank Karsten,,,5,5,,,
Elsa - The Fifth Spirit,5,A,5,Frank Karsten,,,5,5,,,
Maid Marian - Lady of the Lists,4,B+,5,Frank Karsten,,,5,4,,,
The Nokk - Mythical Spirit,4,B+,5,Frank Karsten,,,5,4,,,
Scroop - Odious Mutineer,4,B+,5,Frank Karsten,,,3,4,,,
Arthur - King Victorious,4,B+,5,Frank Karsten,,,3,4,,,
Moana - Determined Explorer,4,B+,5,Frank Karsten,,,3,4,,,
Clarabelle - Light on Her Hooves,4,B+,5,Frank Karsten,,,5,4,,,
Prince Phillip - Swordsman of the Realm,4,B+,5,Frank Karsten,,,5,4,,,
Namaari - Resolute Daughter,4,B+,5,Frank Karsten,,,3,4,,,
Zazu - Advisor to Mufasa,4,B+,5,Frank Karsten,,,5,4,,,
Monstro - Whale of a Whale,4,B+,5,Frank Karsten,,,5,4,,,
Bruni - Fire Salamander,4,B+,5,Frank Karsten,,,5,4,,,
HeiHei - Protective Rooster,4,B+,5,Frank Karsten,,,5,4,,,
Anna - Mystical Majesty,4,B+,5,Frank Karsten,,,3,4,,,
Archimedes - Exasperated Owl,4,B+,5,Frank Karsten,,,5,4,,,
Kuzco - Selfish Emperor,4,B+,5,Frank Karsten,,,5,4,,,
The Library - A Gift for Belle,4,B+,5,Frank Karsten,,,5,4,,,
Maximus - Team Champion,4,B+,5,Frank Karsten,,,5,4,,,
Scar - Vengeful Lion,4,B+,5,Frank Karsten,,,5,4,,,
Olaf - Happy Passenger,4,B+,5,Frank Karsten,,,3,4,,,
Wreck‐It Ralph - Admiral Underpants,4,B+,5,Frank Karsten,,,3,4,,,
Mufasa - Ruler of Pride Rock,4,B+,5,Frank Karsten,,,3,4,,,
Clarabelle - Contented Wallflower,3,B,5,Frank Karsten,,,4,3,,,
White Rabbit - Royal Herald,3,B,5,Frank Karsten,,,4,3,,,
Ratigan - Party Crasher,3,B,5,Frank Karsten,,,2,3,,,
Sir Ector - Castle Lord,3,B,5,Frank Karsten,,,2,3,,,
King Candy - Sweet Abomination,3,B,5,Frank Karsten,,,2,3,,,
Simba - Lost Prince,3,B,5,Frank Karsten,,,4,3,,,
Denahi - Avenging Brother,3,B,5,Frank Karsten,,,2,3,,,
Daisy Duck - Spotless Food‐Fighter,3,B,5,Frank Karsten,,,4,3,,,
Gaston - Pure Paragon,3,B,5,Frank Karsten,,,2,3,,,
Shenzi - Scar's Accomplice,3,B,5,Frank Karsten,,,4,3,,,
Fauna - Good Fairy,3,B,5,Frank Karsten,,,4,3,,,
Donald Duck - Focused Flatfoot,3,B,5,Frank Karsten,,,4,3,,,
Doc - Bold Knight,3,B,5,Frank Karsten,,,2,3,,,
Ludwig von Drake - Self‐Proclaimed Genius,3,B,5,Frank Karsten,,,4,3,,,
Finders Keepers,3,B,5,Frank Karsten,,,4,3,,,
Basil - Practiced Detective,2,B-,5,Frank Karsten,,,3,2,,,
Archimedes - Electrified Owl,2,B-,5,Frank Karsten,,,3,2,,,
Plate Armor,2,B-,5,Frank Karsten,,,1,2,,,
Genie - Main Attraction,2,B-,5,Frank Karsten,,,1,2,,,
Rafiki - Shaman Duelist,2,B-,5,Frank Karsten,,,1,2,,,
Vanellope von Schweetz - Random Roster Racer,2,B-,5,Frank Karsten,,,1,2,,,
Rudy - Groove Disrupter,2,B-,5,Frank Karsten,,,3,2,,,
Vanellope von Schweetz - Sugar Rush Champ,2,B-,5,Frank Karsten,,,3,2,,,
King Candy - Sovereign of Sugar,2,B-,5,Frank Karsten,,,3,2,,,
Sven - Reindeer Steed,2,B-,5,Frank Karsten,,,3,2,,,
Earth Giant - Living Mountain,2,B-,5,Frank Karsten,,,3,2,,,
Shenzi - Head Hyena,2,B-,5,Frank Karsten,,,3,2,,,
"Fix‐It Felix, Jr. - Trusty Builder",2,B-,5,Frank Karsten,,,3,2,,,
Happy - Lively Knight,2,B-,5,Frank Karsten,,,3,2,,,
Gale - Wind Spirit,2,B-,5,Frank Karsten,,,3,2,,,
Merlin - Turtle,2,B-,5,Frank Karsten,,,3,2,,,
Stitch - Team Underdog,2,B-,5,Frank Karsten,,,1,2,,,
Donald Duck - Pie Slinger,2,B-,5,Frank Karsten,,,3,2,,,
Rutt - Northern Moose,2,B-,5,Frank Karsten,,,3,2,,,
Mother Gothel - Conceited Manipulator,2,B-,5,Frank Karsten,,,3,2,,,
Flora - Good Fairy,2,B-,5,Frank Karsten,,,3,2,,,
Mirabel Madrigal - Family Gatherer,2,B-,5,Frank Karsten,,,3,2,,,
Snow White - Fair‐Hearted,1,C+,5,Frank Karsten,,,1,1,,,
Pete - Steamboat Rival,1,C+,5,Frank Karsten,,,2,1,,,
Turbo - Royal Hack,1,C+,5,Frank Karsten,,,1,1,,,
Hypnotic Strength,1,C+,5,Frank Karsten,,,2,1,,,
Snowanna Rainbeau - Cool Competitor,1,C+,5,Frank Karsten,,,1,1,,,
Seven Dwarfs' Mine - Secure Fortress,1,C+,5,Frank Karsten,,,2,1,,,
Emerald Chromicon,1,C+,5,Frank Karsten,,,1,1,,,
Ruby Chromicon,1,C+,5,Frank Karsten,,,2,1,,,
Invited to the Ball,1,C+,5,Frank Karsten,,,1,1,,,
Yzma - Unjustly Treated,1,C+,5,Frank Karsten,,,1,1,,,
Rapunzel's Tower - Secluded Prison,1,C+,5,Frank Karsten,,,2,1,,,
Ed - Laughing Hyena,1,C+,5,Frank Karsten,,,1,1,,,
Kronk - Unlicensed Investigator,1,C+,5,Frank Karsten,,,2,1,,,
Merlin - Intellectual Visionary,1,C+,5,Frank Karsten,,,1,1,,,
You're Welcome,1,C+,5,Frank Karsten,,,2,1,,,
Ed - Hysterical Partygoer,1,C+,5,Frank Karsten,,,1,1,,,
"Fix‐It Felix, Jr. - Niceland Steward",1,C+,5,Frank Karsten,,,2,1,,,
Iago - Fake Flamingo,1,C+,5,Frank Karsten,,,2,1,,,
Scar - Betrayer,1,C+,5,Frank Karsten,,,2,1,,,
Banzai - Gluttonous Predator,1,C+,5,Frank Karsten,,,1,1,,,
Rancis Fluggerbutter - Chocolate Charger,1,C+,5,Frank Karsten,,,2,1,,,
Tuke - Northern Moose,1,C+,5,Frank Karsten,,,2,1,,,
Tug‐of‐War,1,C+,5,Frank Karsten,,,2,1,,,
Minnie Mouse - Dazzling Dancer,1,C+,5,Frank Karsten,,,2,1,,,
Cogsworth - Illuminary Watchman,1,C+,5,Frank Karsten,,,2,1,,,
Robin Hood - Sneaky Sleuth,1,C+,5,Frank Karsten,,,2,1,,,
Vanellope von Schweetz - Candy Mechanic,1,C+,5,Frank Karsten,,,2,1,,,
Maleficent - Vengeful Sorceress,1,C+,5,Frank Karsten,,,2,1,,,
Taffyta Muttonfudge - Ruthless Rival,1,C+,5,Frank Karsten,,,2,1,,,
Arthur - Wart,1,C+,5,Frank Karsten,,,2,1,,,
Mickey Mouse - Food Fight Defender,1,C,5,Frank Karsten,,,1,1,,,
Pete - Pastry Chomper,1,C,5,Frank Karsten,,,1,1,,,
Simba - Adventurous Successor,1,C,5,Frank Karsten,,,1,1,,,
Kronk - Head of Security,1,C,5,Frank Karsten,,,1,1,,,
Healing Touch,1,C,5,Frank Karsten,,,1,1,,,
Clarabelle - Clumsy Guest,1,C,5,Frank Karsten,,,1,1,,,
Merryweather - Good Fairy,1,C,5,Frank Karsten,,,1,1,,,
Minnie Mouse - Drum Major,1,C,5,Frank Karsten,,,1,1,,,
Pete - Games Referee,1,C,5,Frank Karsten,,,1,1,,,
Half Hexwell Crown,1,C,5,Frank Karsten,,,1,1,,,
Minnie Mouse - Compassionate Friend,1,C,5,Frank Karsten,,,1,1,,,
Vanellope von Schweetz - Sugar Rush Princess,1,C,5,Frank Karsten,,,1,1,,,
Chaca - Impressive Daughter,1,C,5,Frank Karsten,,,1,1,,,
Ulf - Mime,1,C,5,Frank Karsten,,,1,1,,,
Amber Chromicon,1,C,5,Frank Karsten,,,1,1,,,
Mickey Mouse - Enthusiastic Dancer,1,C,5,Frank Karsten,,,1,1,,,
Tipo - Growing Son,1,C,5,Frank Karsten,,,1,1,,,
Minnie Mouse - Quick-Thinking Inventor,1,C,5,Frank Karsten,,,1,1,,,
King of Hearts - Monarch of Wonderland,1,C,5,Frank Karsten,,,1,1,,,
Ratigan - Raging Rat,1,C,5,Frank Karsten,,,1,1,,,
Simba - Son of Mufasa,1,C,5,Frank Karsten,,,1,1,,,
Steel Chromicon,1,C,5,Frank Karsten,,,1,1,,,
Glimmer vs Glimmer,1,C,5,Frank Karsten,,,1,1,,,
Magical Aid,1,C,5,Frank Karsten,,,1,1,,,
Gazelle - Pop Star,1,C,5,Frank Karsten,,,1,1,,,
Pride Lands - Jungle Oasis,1,C,5,Frank Karsten,,,1,1,,,
Prince John - Gold Lover,1,C,5,Frank Karsten,,,1,1,,,
Robin Hood - Archery Contestant,1,C,5,Frank Karsten,,,1,1,,,
Banzai - Taunting Hyena,1,C-,5,Frank Karsten,,,1,1,,,
Healing Decanter,1,C-,5,Frank Karsten,,,1,1,,,
Sneezy - Noisy Knight,1,C-,5,Frank Karsten,,,1,1,,,
When Will My Life Begin?,1,C-,5,Frank Karsten,,,1,1,,,
Maleficent - Formidable Queen,1,C-,5,Frank Karsten,,,0,1,,,
Anna - Eager Acolyte,1,C-,5,Frank Karsten,,,0,1,,,
Donald Duck - Daisy's Date,1,C-,5,Frank Karsten,,,1,1,,,
Koda - Talkative Cub,1,C-,5,Frank Karsten,,,1,1,,,
Magica De Spell - Cruel Sorceress,1,C-,5,Frank Karsten,,,1,1,,,
Vision of the Future,1,C-,5,Frank Karsten,,,1,1,,,
Tropical Rainforest - Jaguar Lair,1,C-,5,Frank Karsten,,,1,1,,,
Taffyta Muttonfudge - Sour Speedster,1,C-,5,Frank Karsten,,,1,1,,,
Night Howler Rage,1,C-,5,Frank Karsten,,,1,1,,,
Ratigan's Party - Seedy Back Room,1,C-,5,Frank Karsten,,,1,1,,,
Prince John's Mirror,1,C-,5,Frank Karsten,,,1,1,,,
Bashful - Adoring Knight,1,C-,5,Frank Karsten,,,1,1,,,
"Fix‐It Felix, Jr. - Delighted Sightseer",1,C-,5,Frank Karsten,,,1,1,,,
Kenai - Big Brother,1,C-,5,Frank Karsten,,,1,1,,,
Lilo - Junior Cake Decorator,1,C-,5,Frank Karsten,,,1,1,,,
Pacha - Emperor's Guide,1,C-,5,Frank Karsten,,,1,1,,,
Prince John - Opportunistic Briber,1,C-,5,Frank Karsten,,,1,1,,,
Prince Naveen - Ukulele Player,1,C-,5,Frank Karsten,,,0,1,,,
Royal Guard - Bovine Protector,1,C-,5,Frank Karsten,,,1,1,,,
Tanana - Wise Woman,1,C-,5,Frank Karsten,,,1,1,,,
The Queen - Fairest of All,1,C-,5,Frank Karsten,,,1,1,,,
Wreck‐It Ralph - Demolition Dude,1,C-,5,Frank Karsten,,,1,1,,,
Alan‐a‐Dale - Rockin' Rooster,1,C-,5,Frank Karsten,,,1,1,,,
Bad‐Anon - Villain Support Center,1,C-,5,Frank Karsten,,,1,1,,,
Dopey - Knight Apprentice,1,C-,5,Frank Karsten,,,1,1,,,
Duck for Cover!,1,C-,5,Frank Karsten,,,1,1,,,
Ever as Before,1,C-,5,Frank Karsten,,,1,1,,,
Hypnotic Deduction,1,C-,5,Frank Karsten,,,1,1,,,
Retrosphere,1,C-,5,Frank Karsten,,,1,1,,,
Merlin - Back from Bermuda,1,C-,5,Frank Karsten,,,1,1,,,
Amethyst Chromicon,1,C-,5,Frank Karsten,,,1,1,,,
Arthur - Novice Sparrow,0,D,5,Frank Karsten,,,0,0,,,
Grumpy - Skeptical Knight,0,D,5,Frank Karsten,,,0,0,,,
Nala - Mischievous Cub,0,D,5,Frank Karsten,,,0,0,,,
Little John - Camp Cook,0,D,5,Frank Karsten,,,0,0,,,
Sleepy - Sluggish Knight,0,D,5,Frank Karsten,,,0,0,,,
Try Everything,0,D,5,Frank Karsten,,,0,0,,,
Elsa's Ice Palace - Place of Solitude,0,D,5,Frank Karsten,,,0,0,,,
Break Free,0,D,5,Frank Karsten,,,0,0,,,
Potion of Might,0,D,5,Frank Karsten,,,0,0,,,
Who's With Me?,0,D,5,Frank Karsten,,,0,0,,,
Sherwood Forest - Outlaw Hideaway,0,D,5,Frank Karsten,,,0,0,,,
Sheriff of Nottingham - Bushel Britches,0,D,5,Frank Karsten,,,0,0,,,
Maleficent - Vexed Partygoer,0,D,5,Frank Karsten,,,0,0,,,
Taffyta Muttonfudge - Crowd Favorite,0,D,5,Frank Karsten,,,0,0,,,
Chicha - Dedicated Mother,0,D,5,Frank Karsten,,,0,0,,,
Evil Comes Prepared,0,D,5,Frank Karsten,,,0,0,,,
Shield of Arendelle,0,D,5,Frank Karsten,,,0,0,,,
Food Fight!,0,D,5,Frank Karsten,,,0,0,,,
Kristoff - Reindeer Keeper,0,D,5,Frank Karsten,,,0,0,,,
Don't Let the Frostbite Bite,0,D,5,Frank Karsten,,,0,0,,,
The Queen - Cruelest of All,0,D,5,Frank Karsten,,,0,0,,,
Medal of Heroes,0,D,5,Frank Karsten,,,0,0,,,
Queen's Sensor Core,0,D,5,Frank Karsten,,,0,0,,,
Daisy Duck - Donald's Date,0,D,5,Frank Karsten,,,0,0,,,
The Queen - Crown of the Council,0,D,5,Frank Karsten,,,0,0,,,
Belle - Of the Ball,0,D,5,Frank Karsten,,,0,0,,,
Robin Hood - Sharpshooter,0,D,5,Frank Karsten,,,0,0,,,
Gathering Knowledge and Wisdom,0,F,5,Frank Karsten,,,0,0,,,
Basil's Magnifying Glass,0,F,5,Frank Karsten,,,0,0,,,
We Know the Way,0,F,5,Frank Karsten,,,0,0,,,
Blast From Your Past,0,F,5,Frank Karsten,,,0,0,,,
Remember Who You Are,0,F,5,Frank Karsten,,,0,0,,,
Revive,0,F,5,Frank Karsten,,,0,0,,,
Pete - Wrestling Champ,0,F,5,Frank Karsten,,,0,0,,,
Hide Away,0,F,5,Frank Karsten,,,0,0,,,
Obscurosphere,0,F,5,Frank Karsten,,,0,0,,,
The Sword Released,0,F,5,Frank Karsten,,,0,0,,,
The Great Illuminary - Radiant Ballroom,0,F,5,Frank Karsten,,,0,0,,,
Sapphire Chromicon,0,F,5,Frank Karsten,,,0,0,,,
Merlin's Cottage - The Wizard's Home,0,F,5,Frank Karsten,,,0,0,,,
All Funned Out,0,F,5,Frank Karsten,,,0,0,,,
Merlin's Carpetbag,0,F,5,Frank Karsten,,,0,0,,,
Royal Tantrum,0,F,5,Frank Karsten,,,0,0,,,
Sugar Rush Speedway - Starting Line,0,F,5,Frank Karsten,,,0,0,,,
Maui - Half‐Shark,5,A,6,Frank Karsten,,,5,5,,,
Judy Hopps - Resourceful Rabbit,5,A,6,Frank Karsten,,,5,5,,,
Baymax - Armored Companion,5,A,6,Frank Karsten,,,5,5,,,
Nani - Caring Sister,5,A,6,Frank Karsten,,,5,5,,,
Genie - Wish Fulfilled,5,A,6,Frank Karsten,,,5,5,,,
Go Go Tomago - Darting Dynamo,4,B+,6,Frank Karsten,,,5,4,,,
Calhoun - Marine Sergeant,4,B+,6,Frank Karsten,,,3,4,,,
Wendy Darling - Courageous Captain,4,B+,6,Frank Karsten,,,3,4,,,
Tinker Bell - Fast Flier,4,B+,6,Frank Karsten,,,5,4,,,
Captain Hook - Underhanded,4,B+,6,Frank Karsten,,,5,4,,,
Aladdin - Intrepid Commander,4,B+,6,Frank Karsten,,,5,4,,,
Yzma - Conniving Chemist,4,B+,6,Frank Karsten,,,5,4,,,
Markowski - Space Trooper,4,B+,6,Frank Karsten,,,5,4,,,
Pluto - Guard Dog,4,B+,6,Frank Karsten,,,5,4,,,
Gantu - Captain Crankyhead,4,B+,6,Frank Karsten,,,5,4,,,
Jim Hawkins - Rigging Specialist,4,B+,6,Frank Karsten,,,3,4,,,
Mickey Mouse - Pirate Captain,4,B+,6,Frank Karsten,,,5,4,,,
Simba - Pride Protector,4,B+,6,Frank Karsten,,,3,4,,,
Hades - Lord of the Dead,4,B+,6,Frank Karsten,,,3,4,,,
Goofy - Flying Goof,4,B+,6,Frank Karsten,,,3,4,,,
Genie - Wonderful Trickster,4,B+,6,Frank Karsten,,,5,4,,,
Jim Hawkins - Honorable Pirate,4,B+,6,Frank Karsten,,,5,4,,,
Sail The Azurite Sea,4,B+,6,Frank Karsten,,,5,4,,,
Moana - Self-Taught Sailor,3,B,6,Frank Karsten,,,4,3,,,
Lilo - Escape Artist,3,B,6,Frank Karsten,,,4,3,,,
Bellwether - Assistant Mayor,3,B,6,Frank Karsten,,,2,3,,,
Dale - Friend in Need,3,B,6,Frank Karsten,,,4,3,,,
King Hubert - Phillip's Father,3,B,6,Frank Karsten,,,4,3,,,
Owl - Pirate Lookout,3,B,6,Frank Karsten,,,4,3,,,
Pleakley - Scientific Expert,3,B,6,Frank Karsten,,,4,3,,,
Sour Bill - Surly Henchman,3,B,6,Frank Karsten,,,4,3,,,
Tadashi Hamada - Gifted Roboticist,3,B,6,Frank Karsten,,,2,3,,,
Tiana - Restaurant Owner,3,B,6,Frank Karsten,,,2,3,,,
Captain Amelia - Commander of the Legacy,3,B,6,Frank Karsten,,,4,3,,,
Dale - Mischievous Ranger,3,B,6,Frank Karsten,,,4,3,,,
Iago - Reappearing Parrot,3,B,6,Frank Karsten,,,4,3,,,
Raya - Kumandran Rider,3,B,6,Frank Karsten,,,4,3,,,
Abu - Bold Helmsman,3,B,6,Frank Karsten,,,2,3,,,
Prince Naveen - Vigilant First Mate,3,B,6,Frank Karsten,,,4,3,,,
Scar - Heartless Hunter,3,B,6,Frank Karsten,,,2,3,,,
Sisu - In Her Element,3,B,6,Frank Karsten,,,4,3,,,
Tuk Tuk - Big Buddy,3,B,6,Frank Karsten,,,4,3,,,
Tinker Bell - Queen of the Azurite Fairies,3,B,6,Frank Karsten,,,4,3,,,
Ambush!,3,B,6,Frank Karsten,,,2,3,,,
I'm Still Here,3,B,6,Frank Karsten,,,4,3,,,
Diablo - Obedient Raven,2,B-,6,Frank Karsten,,,3,2,,,
Michael Darling - Playful Swordsman,2,B-,6,Frank Karsten,,,3,2,,,
Tootles - Lost Boy,2,B-,6,Frank Karsten,,,3,2,,,
Yokai - Professor Callaghan,2,B-,6,Frank Karsten,,,3,2,,,
Rafiki - Shaman of the Savanna,2,B-,6,Frank Karsten,,,3,2,,,
Madam Mim - Tiny Adversary,2,B-,6,Frank Karsten,,,3,2,,,
Basil - Hypnotized Mouse,2,B-,6,Frank Karsten,,,3,2,,,
Jasmine - Rebellious Princess,2,B-,6,Frank Karsten,,,3,2,,,
Jasmine - Royal Seafarer,2,B-,6,Frank Karsten,,,3,2,,,
John Silver - Ship's Cook,2,B-,6,Frank Karsten,,,3,2,,,
Zipper - Astute Decoy,2,B-,6,Frank Karsten,,,3,2,,,
B.E.N. - Eccentric Robot,2,B-,6,Frank Karsten,,,3,2,,,
Chip - Ranger Leader,2,B-,6,Frank Karsten,,,3,2,,,
The Walrus - Greedy Gourmand,2,B-,6,Frank Karsten,,,3,2,,,
Cobra Bubbles - Former CIA,2,B-,6,Frank Karsten,,,3,2,,,
Mama Odie - Solitary Sage,2,B-,6,Frank Karsten,,,1,2,,,
Mullins - Seasoned Shipmate,2,B-,6,Frank Karsten,,,3,2,,,
Mr. Smee - Captain of the Jolly Roger,2,B-,6,Frank Karsten,,,1,2,,,
Scar - Tempestuous Lion,2,B-,6,Frank Karsten,,,1,2,,,
Wreck-It Ralph - Ham Hands,2,B-,6,Frank Karsten,,,1,2,,,
Peter Pan - Never Land Prankster,2,B-,6,Frank Karsten,,,3,2,,,
John Silver - Stern Captain,2,B-,6,Frank Karsten,,,3,2,,,
Energy Blast,2,B-,6,Frank Karsten,,,1,2,,,
Heffalumps and Woozles,2,B-,6,Frank Karsten,,,3,2,,,
Twin Fire,2,B-,6,Frank Karsten,,,1,2,,,
Fred - Mascot by Day,1,C+,6,Frank Karsten,,,2,1,,,
Mertle Edmonds - Lilo's Rival,1,C+,6,Frank Karsten,,,2,1,,,
Aladdin - Fearless Navigator,1,C+,6,Frank Karsten,,,2,1,,,
Gadget Hackwrench - Perceptive Mouse,1,C+,6,Frank Karsten,,,2,1,,,
Kohut - Trusted Marine,1,C+,6,Frank Karsten,,,2,1,,,
Prince Naveen - Carefree Explorer,1,C+,6,Frank Karsten,,,2,1,,,
Mr. Arrow - Legacy's First Mate,1,C+,6,Frank Karsten,,,2,1,,,
Mr. Smee - Steadfast Mate,1,C+,6,Frank Karsten,,,2,1,,,
Roo - Littlest Pirate,1,C+,6,Frank Karsten,,,2,1,,,
Winnie the Pooh - Hunny Pirate,1,C+,6,Frank Karsten,,,1,1,,,
Mr. Litwak - Arcade Owner,1,C+,6,Frank Karsten,,,2,1,,,
Tigger - In the Crow's Nest,1,C+,6,Frank Karsten,,,2,1,,,
Chief Bogo - Gazelle Fan,1,C+,6,Frank Karsten,,,2,1,,,
Dawson - Basil's Assistant,1,C+,6,Frank Karsten,,,2,1,,,
Dr. Delbert Doppler - Fussy Astronomer,1,C+,6,Frank Karsten,,,2,1,,,
Hiro Hamada - Team Leader,1,C+,6,Frank Karsten,,,2,1,,,
Wasabi - Methodical Engineer,1,C+,6,Frank Karsten,,,2,1,,,
Hades - Strong Arm,1,C+,6,Frank Karsten,,,1,1,,,
Basil - Disguised Detective,1,C+,6,Frank Karsten,,,2,1,,,
Gadget Hackwrench - Brilliant Bosun,1,C+,6,Frank Karsten,,,2,1,,,
Jasmine - Royal Commodore,1,C+,6,Frank Karsten,,,2,1,,,
Yokai - Scientific Supervillain,1,C+,6,Frank Karsten,,,2,1,,,
Helping Hand,1,C+,6,Frank Karsten,,,1,1,,,
Hot Potato,1,C+,6,Frank Karsten,,,2,1,,,
Unfortunate Situation,1,C+,6,Frank Karsten,,,2,1,,,
Longboat,1,C+,6,Frank Karsten,,,1,1,,,
Pixie Dust,1,C+,6,Frank Karsten,,,1,1,,,
Scrump,1,C+,6,Frank Karsten,,,2,1,,,
Gazelle - Angel with Horns,1,C,6,Frank Karsten,,,1,1,,,
HeiHei - Not-So-Tricky Chicken,1,C,6,Frank Karsten,,,1,1,,,
Honey Lemon - Chemical Genius,1,C,6,Frank Karsten,,,1,1,,,
Juju - Mama Odie's Companion,1,C,6,Frank Karsten,,,1,1,,,
Stitch - Little Trickster,1,C,6,Frank Karsten,,,1,1,,,
Alice - Savvy Sailor,1,C,6,Frank Karsten,,,1,1,,,
