Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes,,LowInkValue,RegularInkValue,,PowerBand Options,retail Power Band
Wasabi - Always Prepared,4,B,8,Frank Karsten,,,4,4,,,
Darling Dear - Beloved Wife,4,B,8,Frank Karsten,,,4,4,,,
Arianna - Queen of Corona,4,B,8,Frank Karsten,,,4,4,,,
Aladdin - Vigilant Guard,4,B,8,Frank Karsten,,,4,4,,,
Anna - Magical Mission,4,B,8,Frank Karsten,,,4,4,,,
Pluto - Tried and True,4,B,8,Frank Karsten,,,4,4,,,
Vincenzo Santorini - The Explosives Expert,4,B,8,Frank Karsten,,,4,4,,,
Basil - Undercover Detective,4,B,8,Frank Karsten,,,4,4,,,
Desperate Plan,4,B,8,Frank Karsten,,,4,4,,,
Beyond the Horizon,4,B,8,Frank Karsten,,,4,4,,,
Nothing We Won't Do,4,B,8,Frank Karsten,,,4,4,,,
Fantastical and Magical,4,B,8,Frank Karsten,,,4,4,,,
Olaf - Recapping the Story,4,B-,8,Frank Karsten,,,4,4,,,
Captain Hook - Forceful Duelist,4,B-,8,Frank Karsten,,,4,4,,,
Tinker Bell - Insistent Fairy,4,B-,8,Frank Karsten,,,4,4,,,
The Coachman - Greedy Deceiver,4,B-,8,Frank Karsten,,,4,4,,,
Bernard - Over‐Prepared,4,B-,8,Frank Karsten,,,3,4,,,
Don Karnage - Air Pirate Leader,4,B-,8,Frank Karsten,,,3,4,,,
Wilhelmina Packard - The Radio Operator,4,B-,8,Frank Karsten,,,4,4,,,
Poe De Spell - Magica's Brother,4,B-,8,Frank Karsten,,,4,4,,,
Rolly - Chubby Puppy,4,B-,8,Frank Karsten,,,4,4,,,
Elsa - Fierce Protector,4,B-,8,Frank Karsten,,,4,4,,,
Gadget Hackwrench - Quirky Scientist,4,B-,8,Frank Karsten,,,4,4,,,
Jasmine - Steady Strategist,4,B-,8,Frank Karsten,,,4,4,,,
Jafar - High Sultan of Lorcana,4,B-,8,Frank Karsten,,,3,4,,,
Alice - Clumsy as Can Be,4,B-,8,Frank Karsten,,,4,4,,,
Chief Bogo - Commanding Officer,4,B-,8,Frank Karsten,,,4,4,,,
Perdita - Determined Mother,4,B-,8,Frank Karsten,,,4,4,,,
Alma Madrigal - Accepting Grandmother,4,B-,8,Frank Karsten,,,4,4,,,
Honest John - Shameless Schemer,4,B-,8,Frank Karsten,,,4,4,,,
Atitaya - Fang General,4,B-,8,Frank Karsten,,,4,4,,,
Fred - Giant‐Sized,4,B-,8,Frank Karsten,,,4,4,,,
Quick Shot,4,B-,8,Frank Karsten,,,3,4,,,
Pull the Lever!,4,B-,8,Frank Karsten,,,4,4,,,
They Never Come Back,4,B-,8,Frank Karsten,,,4,4,,,
Everybody's Got a Weakness,4,B-,8,Frank Karsten,,,4,4,,,
Forest Duel,4,B-,8,Frank Karsten,,,4,4,,,
Get Out!,4,B-,8,Frank Karsten,,,3,4,,,
Bill the Lizard - Chimney Sweep,3,C+,8,Frank Karsten,,,4,3,,,
Palace Guard - Spectral Sentry,3,C+,8,Frank Karsten,,,4,3,,,
Friend Owl - Cantankerous Neighbor,3,C+,8,Frank Karsten,,,4,3,,,
Bambi - Prince of the Forest,3,C+,8,Frank Karsten,,,4,3,,,
Dormouse - Easily Agitated,3,C+,8,Frank Karsten,,,4,3,,,
Mother Gothel - Knows What's Best,3,C+,8,Frank Karsten,,,3,3,,,
Ludwig von Drake - All‐Around Expert,3,C+,8,Frank Karsten,,,3,3,,,
Jiminy Cricket - Level‐Headed and Wise,3,C+,8,Frank Karsten,,,4,3,,,
Adelaide Bonfamille - Patron of the Arts,3,C+,8,Frank Karsten,,,4,3,,,
Dalmatian Puppy - Tail Wagger,3,C+,8,Frank Karsten,,,4,3,,,
Nathaniel Flint - Notorious Pirate,3,C+,8,Frank Karsten,,,4,3,,,
Flower - Shy Skunk,3,C+,8,Frank Karsten,,,4,3,,,
Zipper - Flying Ranger,3,C+,8,Frank Karsten,,,4,3,,,
General Li - Head of the Imperial Army,3,C+,8,Frank Karsten,,,4,3,,,
Louie - One Cool Duck,3,C+,8,Frank Karsten,,,4,3,,,
Madam Mim - Up to No Good,3,C+,8,Frank Karsten,,,4,3,,,
Vinnie - Green Pigeon,3,C+,8,Frank Karsten,,,3,3,,,
Bolt - Down but Not Out,3,C+,8,Frank Karsten,,,4,3,,,
Madame Medusa - Deceiving Partner,3,C+,8,Frank Karsten,,,4,3,,,
Flynn Rider - Breaking and Entering,3,C+,8,Frank Karsten,,,3,3,,,
Jock - Attentive Uncle,3,C+,8,Frank Karsten,,,4,3,,,
Bruno Madrigal - Single‐Minded,3,C+,8,Frank Karsten,,,4,3,,,
Brutus - Fearsome Crocodile,3,C+,8,Frank Karsten,,,4,3,,,
Mulan - Charging Ahead,3,C+,8,Frank Karsten,,,3,3,,,
Cri‐Kee - Part of the Team,3,C+,8,Frank Karsten,,,4,3,,,
Nani - Heist Mastermind,3,C+,8,Frank Karsten,,,4,3,,,
Iago - Out of Reach,3,C+,8,Frank Karsten,,,4,3,,,
Abu - Illusory Pachyderm,3,C+,8,Frank Karsten,,,4,3,,,
Hades - Ruthless Tyrant,3,C+,8,Frank Karsten,,,3,3,,,
Kuzco - Impulsive Llama,3,C+,8,Frank Karsten,,,4,3,,,
Light the Fuse,3,C+,8,Frank Karsten,,,3,3,,,
Candy Drift,3,C+,8,Frank Karsten,,,4,3,,,
Pouncing Practice,3,C+,8,Frank Karsten,,,4,3,,,
Undermine,3,C+,8,Frank Karsten,,,4,3,,,
Heads Held High,3,C+,8,Frank Karsten,,,4,3,,,
It Means No Worries,3,C+,8,Frank Karsten,,,3,3,,,
Atlantean Crystal,3,C+,8,Frank Karsten,,,4,3,,,
Hamster Ball,3,C+,8,Frank Karsten,,,3,3,,,
Royal Guard - Octopus Soldier,3,C,8,Frank Karsten,,,3,3,,,
Rhino - One‐Sixteenth Wolf,3,C,8,Frank Karsten,,,3,3,,,
Jasmine - Resourceful Infiltrator,3,C,8,Frank Karsten,,,3,3,,,
Charlotte La Bouff - Mardi Gras Princess,3,C,8,Frank Karsten,,,3,3,,,
Dale - Bumbler,3,C,8,Frank Karsten,,,3,3,,,
Nero - Fearsome Crocodile,3,C,8,Frank Karsten,,,2,3,,,
Megara - Part of the Plan,3,C,8,Frank Karsten,,,3,3,,,
Mushu - Fast‐Talking Dragon,3,C,8,Frank Karsten,,,3,3,,,
Wreck‐It Ralph - Back Seat Driver,3,C,8,Frank Karsten,,,3,3,,,
Bobby - Purple Pigeon,3,C,8,Frank Karsten,,,3,3,,,
Archimedes - Resourceful Owl,3,C,8,Frank Karsten,,,3,3,,,
Fred - Major Science Enthusiast,3,C,8,Frank Karsten,,,3,3,,,
Prince John - Fraidy‐Cat,3,C,8,Frank Karsten,,,2,3,,,
Anita Radcliffe - Dog Lover,3,C,8,Frank Karsten,,,3,3,,,
King Candy - Sugar Rush Nightmare,3,C,8,Frank Karsten,,,3,3,,,
Lady - Family Dog,3,C,8,Frank Karsten,,,3,3,,,
Magic Carpet - Phantom Rug,3,C,8,Frank Karsten,,,3,3,,,
Clawhauser - Front Desk Officer,3,C,8,Frank Karsten,,,3,3,,,
The Mouse Queen - Ruler of Mousedom,3,C,8,Frank Karsten,,,3,3,,,
Napoleon - Clever Bloodhound,3,C,8,Frank Karsten,,,3,3,,,
Khan - War Horse,3,C,8,Frank Karsten,,,3,3,,,
Jumba Jookiba - Critical Scientist,3,C,8,Frank Karsten,,,3,3,,,
Dewey - Lovable Showoff,3,C,8,Frank Karsten,,,3,3,,,
Gaston - Arrogant Showoff,3,C,8,Frank Karsten,,,3,3,,,
Mad Dog - Karnage's First Mate,3,C,8,Frank Karsten,,,3,3,,,
Queen of Hearts - Haughty Monarch,3,C,8,Frank Karsten,,,3,3,,,
The Colonel - Old Sheepdog,3,C,8,Frank Karsten,,,3,3,,,
Geppetto - Skilled Craftsman,3,C,8,Frank Karsten,,,3,3,,,
Lafayette - Sleepy Basset Hound,3,C,8,Frank Karsten,,,3,3,,,
Alice - Courageous Keyholder,3,C,8,Frank Karsten,,,3,3,,,
Arthur - Determined Squire,3,C,8,Frank Karsten,,,3,3,,,
Yzma - On Edge,3,C,8,Frank Karsten,,,2,3,,,
Madam Mim - Rhino,3,C,8,Frank Karsten,,,2,3,,,
Bruno Madrigal - Singing Seer,3,C,8,Frank Karsten,,,2,3,,,
Wreck‐It Ralph - Big Lug,3,C,8,Frank Karsten,,,2,3,,,
Donald Duck - Coin Collector,3,C,8,Frank Karsten,,,3,3,,,
Monstro - Infamous Whale,3,C,8,Frank Karsten,,,3,3,,,
Trials and Tribulations,3,C,8,Frank Karsten,,,3,3,,,
Wrong Lever!,3,C,8,Frank Karsten,,,3,3,,,
Most Everyone's Mad Here,3,C,8,Frank Karsten,,,2,3,,,
Lady - Decisive Dog,2,C-,8,Frank Karsten,,,3,2,,,
Gene - Niceland Resident,2,C-,8,Frank Karsten,,,3,2,,,
Toby Turtle - Wary Friend,2,C-,8,Frank Karsten,,,3,2,,,
Thumper - Young Bunny,2,C-,8,Frank Karsten,,,3,2,,,
Go Go Tomago - Mechanical Engineer,2,C-,8,Frank Karsten,,,3,2,,,
Roquefort - Lock Expert,2,C-,8,Frank Karsten,,,3,2,,,
LeFou - Cake Thief,2,C-,8,Frank Karsten,,,3,2,,,
Prince Achmed - Rival Suitor,2,C-,8,Frank Karsten,,,3,2,,,
Perdita - On the Lookout,2,C-,8,Frank Karsten,,,3,2,,,
Lumiere - Nimble Candelabra,2,C-,8,Frank Karsten,,,3,2,,,
Antonio's Jaguar - Faithful Companion,2,C-,8,Frank Karsten,,,3,2,,,
Hiro Hamada - Intuitive Thinker,2,C-,8,Frank Karsten,,,3,2,,,
Jim Dear - Beloved Husband,2,C-,8,Frank Karsten,,,3,2,,,
Sir Pellinore - Seasoned Knight,2,C-,8,Frank Karsten,,,3,2,,,
Mrs. Potts - Head Housekeeper,2,C-,8,Frank Karsten,,,3,2,,,
Joey - Blue Pigeon,2,C-,8,Frank Karsten,,,3,2,,,
Tramp - Observant Guardian,2,C-,8,Frank Karsten,,,3,2,,,
Figaro - Tuxedo Cat,2,C-,8,Frank Karsten,,,3,2,,,
Gloyd Orangeboar - Fierce Competitor,2,C-,8,Frank Karsten,,,3,2,,,
The Dodo - Outlandish Storyteller,2,C-,8,Frank Karsten,,,3,2,,,
Anna - Trusting Sister,2,C-,8,Frank Karsten,,,3,2,,,
Honey Lemon - Costumed Catalyst,2,C-,8,Frank Karsten,,,3,2,,,
Druun - Ravenous Plague,2,C-,8,Frank Karsten,,,3,2,,,
The Wardrobe - Perceptive Friend,2,C-,8,Frank Karsten,,,3,2,,,
Antonio Madrigal - Friend to All,2,C-,8,Frank Karsten,,,3,2,,,
Kuzco - Bored Royal,2,C-,8,Frank Karsten,,,3,2,,,
Chaca - Junior Chipmunk,2,C-,8,Frank Karsten,,,3,2,,,
Twitterpated,2,C-,8,Frank Karsten,,,3,2,,,
Only So Much Room,2,C-,8,Frank Karsten,,,3,2,,,
Down in New Orleans,2,C-,8,Frank Karsten,,,1,2,,,
Stopped Chaos in Its Tracks,2,C-,8,Frank Karsten,,,3,2,,,
Jeweled Collar,2,C-,8,Frank Karsten,,,3,2,,,
Mirabel Madrigal - Curious Child,1,D-,8,Frank Karsten,,,1,1,,,
Dumptruck - Karnage's Second Mate,1,D-,8,Frank Karsten,,,0,1,,,
Patch - Playful Pup,1,D-,8,Frank Karsten,,,0,1,,,
Little Sister - Responsible Rabbit,1,D-,8,Frank Karsten,,,1,1,,,
Bambi - Little Prince,1,D-,8,Frank Karsten,,,0,1,,,
Stitch - Experiment 626,1,D-,8,Frank Karsten,,,0,1,,,
Tiana - Natural Talent,1,D-,8,Frank Karsten,,,0,1,,,
Ratigan - Greedy Genius,1,D-,8,Frank Karsten,,,1,1,,,
Mickey Mouse - Giant Mouse,1,D-,8,Frank Karsten,,,0,1,,,
She's Your Person,1,D-,8,Frank Karsten,,,1,1,,,
He Who Steals and Runs Away,1,D-,8,Frank Karsten,,,1,1,,,
Walk the Plank!,1,D-,8,Frank Karsten,,,0,1,,,
The Sword of Shan‐Yu,1,D-,8,Frank Karsten,,,1,1,,,
The Nephews' Piggy Bank,1,D-,8,Frank Karsten,,,0,1,,,
Chem Purse,1,D-,8,Frank Karsten,,,1,1,,,
Scarab,1,D-,8,Frank Karsten,,,0,1,,,
Ice Spikes,1,D-,8,Frank Karsten,,,1,1,,,
Belle's Favorite Book,1,D-,8,Frank Karsten,,,0,1,,,
Television Set,1,D-,8,Frank Karsten,,,1,1,,,
Pongo - Determined Father,5,A,9,Frank Karsten,,,5,5,,,
Dumbo - Ninth Wonder of the Universe,5,A,9,Frank Karsten,,,5,5,,,
Genie - Of the Lamp,5,A,9,Frank Karsten,,,5,5,,,
The Queen - Wicked and Vain,5,A,9,Frank Karsten,,,5,5,,,
Belle - Accomplished Mystic,5,A,9,Frank Karsten,,,5,5,,,
Robin Hood - Champion of Sherwood,5,A,9,Frank Karsten,,,5,5,,,
Mulan - Elite Archer,5,A,9,Frank Karsten,,,5,5,,,
John Silver - Alien Pirate,5,A,9,Frank Karsten,,,5,5,,,
Tinker Bell - Giant Fairy,5,A,9,Frank Karsten,,,5,5,,,
Strength of a Raging Fire,5,A,9,Frank Karsten,,,5,5,,,
Alice - Growing Girl,4,B+,9,Frank Karsten,,,5,4,,,
Wildcat - Mechanic,4,B+,9,Frank Karsten,,,5,4,,,
Julieta Madrigal - Excellent Cook,4,B+,9,Frank Karsten,,,5,4,,,
Lilo - Best Explorer Ever,4,B+,9,Frank Karsten,,,4,4,,,
Sisu - Emboldened Warrior,4,B+,9,Frank Karsten,,,5,4,,,
Tinker Bell - Most Helpful,4,B+,9,Frank Karsten,,,5,4,,,
Moana - Undeterred Voyager,4,B+,9,Frank Karsten,,,5,4,,,
Dolores Madrigal - Easy Listener,4,B+,9,Frank Karsten,,,5,4,,,
Nani - Protective Sister,4,B+,9,Frank Karsten,,,5,4,,,
Queen of Hearts - Sensing Weakness,4,B+,9,Frank Karsten,,,5,4,,,
Jasmine - Fearless Princess,4,B+,9,Frank Karsten,,,4,4,,,
Ariel - Sonic Warrior,4,B+,9,Frank Karsten,,,5,4,,,
Robin Hood - Unrivaled Archer,4,B+,9,Frank Karsten,,,5,4,,,
Mufasa - King of the Pride Lands,4,B+,9,Frank Karsten,,,5,4,,,
Tick‐Tock - Ever‐Present Pursuer,4,B+,9,Frank Karsten,,,5,4,,,
Robin Hood - Daydreamer,4,B+,9,Frank Karsten,,,5,4,,,
Hercules - Beloved Hero,4,B+,9,Frank Karsten,,,5,4,,,
Stitch - Carefree Surfer,4,B+,9,Frank Karsten,,,5,4,,,
Medallion Weights,4,B+,9,Frank Karsten,,,5,4,,,
Smash,4,B+,9,Frank Karsten,,,5,4,,,
Pegasus - Gift for Hercules,4,B,9,Frank Karsten,,,4,4,,,
Dumbo - The Flying Elephant,4,B,9,Frank Karsten,,,4,4,,,
Mickey Mouse - Brave Little Prince,4,B,9,Frank Karsten,,,4,4,,,
Tuk Tuk - Lively Partner,4,B,9,Frank Karsten,,,4,4,,,
Ariel - Adventurous Collector,4,B,9,Frank Karsten,,,4,4,,,
Peter Pan's Shadow - Not Sewn On,4,B,9,Frank Karsten,,,4,4,,,
Philoctetes - No‐Nonsense Instructor,4,B,9,Frank Karsten,,,4,4,,,
Genie - Supportive Friend,4,B,9,Frank Karsten,,,4,4,,,
Pluto - Rescue Dog,4,B,9,Frank Karsten,,,4,4,,,
Winnie the Pooh - Hunny Wizard,4,B,9,Frank Karsten,,,4,4,,,
Card Soldiers - Full Deck,4,B,9,Frank Karsten,,,4,4,,,
Virana - Fang Chief,4,B,9,Frank Karsten,,,4,4,,,
Li Shang - Imperial Captain,4,B,9,Frank Karsten,,,4,4,,,
Eeyore - Overstuffed Donkey,4,B,9,Frank Karsten,,,4,4,,,
Scar - Finally King,4,B,9,Frank Karsten,,,4,4,,,
Maid Marian - Delightful Dreamer,4,B,9,Frank Karsten,,,4,4,,,
Stitch - Rock Star,4,B,9,Frank Karsten,,,4,4,,,
Sven - Official Ice Deliverer,4,B,9,Frank Karsten,,,4,4,,,
Mama Odie - Voice of Wisdom,4,B,9,Frank Karsten,,,4,4,,,
Hades - Infernal Schemer,4,B,9,Frank Karsten,,,4,4,,,
Pluto - Determined Defender,4,B,9,Frank Karsten,,,4,4,,,
World's Greatest Criminal Mind,4,B,9,Frank Karsten,,,4,4,,,
Look at This Family,4,B,9,Frank Karsten,,,4,4,,,
Cursed Merfolk - Ursula's Handiwork,4,B-,9,Frank Karsten,,,3,4,,,
Rafiki - Mystical Fighter,4,B-,9,Frank Karsten,,,4,4,,,
Enchantress - Unexpected Judge,4,B-,9,Frank Karsten,,,4,4,,,
Cruella De Vil - Fashionable Cruiser,4,B-,9,Frank Karsten,,,4,4,,,
Prince Eric - Dashing and Brave,4,B-,9,Frank Karsten,,,4,4,,,
Roxanne - Powerline Fan,4,B-,9,Frank Karsten,,,3,4,,,
Lumiere - Fiery Friend,4,B-,9,Frank Karsten,,,4,4,,,
Kuzco - Wanted Llama,4,B-,9,Frank Karsten,,,4,4,,,
The Queen - Conceited Ruler,4,B-,9,Frank Karsten,,,3,4,,,
Powerline - Musical Superstar,4,B-,9,Frank Karsten,,,3,4,,,
Elsa - Snow Queen,4,B-,9,Frank Karsten,,,4,4,,,
Belle - Untrained Mystic,4,B-,9,Frank Karsten,,,4,4,,,
Shere Khan - Menacing Predator,4,B-,9,Frank Karsten,,,4,4,,,
Lawrence - Jealous Manservant,4,B-,9,Frank Karsten,,,4,4,,,
Hercules - True Hero,4,B-,9,Frank Karsten,,,4,4,,,
Mickey Mouse - Steamboat Pilot,4,B-,9,Frank Karsten,,,4,4,,,
Minnie Mouse - Sweetheart Princess,4,B-,9,Frank Karsten,,,3,4,,,
Daisy Duck - Secret Agent,4,B-,9,Frank Karsten,,,4,4,,,
Daisy Duck - Musketeer Spy,4,B-,9,Frank Karsten,,,4,4,,,
Anna - True‐Hearted,4,B-,9,Frank Karsten,,,4,4,,,
Bruno Madrigal - Undetected Uncle,4,B-,9,Frank Karsten,,,4,4,,,
Camilo Madrigal - Prankster,4,B-,9,Frank Karsten,,,4,4,,,
Luisa Madrigal - Magically Strong One,4,B-,9,Frank Karsten,,,3,4,,,
Elsa - Gloves Off,4,B-,9,Frank Karsten,,,4,4,,,
Louie - Chill Nephew,4,B-,9,Frank Karsten,,,4,4,,,
Kuzco - Temperamental Emperor,4,B-,9,Frank Karsten,,,3,4,,,
Mulan - Considerate Diplomat,4,B-,9,Frank Karsten,,,3,4,,,
Beast - Gracious Prince,4,B-,9,Frank Karsten,,,3,4,,,
Max Goof - Chart Topper,4,B-,9,Frank Karsten,,,3,4,,,
Improvise,4,B-,9,Frank Karsten,,,4,4,,,
Fire the Cannons!,4,B-,9,Frank Karsten,,,3,4,,,
Beast's Mirror,4,B-,9,Frank Karsten,,,4,4,,,
The Queen - Regal Monarch,3,C+,9,Frank Karsten,,,4,3,,,
Sergeant Tibbs - Courageous Cat,3,C+,9,Frank Karsten,,,4,3,,,
Flounder - Voice of Reason,3,C+,9,Frank Karsten,,,4,3,,,
Rapunzel - Sunshine,3,C+,9,Frank Karsten,,,4,3,,,
Stitch - Alien Dancer,3,C+,9,Frank Karsten,,,4,3,,,
Powerline - Taking the Stage,3,C+,9,Frank Karsten,,,3,3,,,
Mickey Mouse - Standard Bearer,3,C+,9,Frank Karsten,,,4,3,,,
Megara - Pulling the Strings,3,C+,9,Frank Karsten,,,4,3,,,
LeFou - Instigator,3,C+,9,Frank Karsten,,,4,3,,,
Aurora - Regal Princess,3,C+,9,Frank Karsten,,,4,3,,,
Anna - Braving the Storm,3,C+,9,Frank Karsten,,,4,3,,,
Huey - Savvy Nephew,3,C+,9,Frank Karsten,,,4,3,,,
Queen of Hearts - Impulsive Ruler,3,C+,9,Frank Karsten,,,4,3,,,
Mulan - Free Spirit,3,C+,9,Frank Karsten,,,4,3,,,
Dewey - Showy Nephew,3,C+,9,Frank Karsten,,,4,3,,,
HeiHei - Bumbling Rooster,3,C+,9,Frank Karsten,,,4,3,,,
Winnie the Pooh - Having a Think,3,C+,9,Frank Karsten,,,4,3,,,
Max Goof - Rockin' Teen,3,C+,9,Frank Karsten,,,3,3,,,
Tinker Bell - Tiny Tactician,3,C+,9,Frank Karsten,,,4,3,,,
Prince Naveen - Penniless Royal,3,C+,9,Frank Karsten,,,4,3,,,
Cruella De Vil - Style Icon,3,C+,9,Frank Karsten,,,3,3,,,
Mickey Mouse - True Friend,3,C+,9,Frank Karsten,,,4,3,,,
Benja - Guardian of the Dragon Gem,3,C+,9,Frank Karsten,,,4,3,,,
Tinker Bell - Generous Fairy,3,C+,9,Frank Karsten,,,3,3,,,
Moana - Of Motunui,3,C+,9,Frank Karsten,,,4,3,,,
Ursula - Voice Stealer,3,C+,9,Frank Karsten,,,3,3,,,
Aurora - Dreaming Guardian,3,C+,9,Frank Karsten,,,4,3,,,
Powerline - World's Greatest Rock Star,3,C+,9,Frank Karsten,,,3,3,,,
Maui - Whale,3,C+,9,Frank Karsten,,,4,3,,,
Develop Your Brain,3,C+,9,Frank Karsten,,,4,3,,,
Be Our Guest,3,C+,9,Frank Karsten,,,4,3,,,
Dig a Little Deeper,3,C+,9,Frank Karsten,,,3,3,,,
Second Star to the Right,3,C+,9,Frank Karsten,,,3,3,,,
Lantern,3,C+,9,Frank Karsten,,,3,3,,,
The Magic Feather,3,C+,9,Frank Karsten,,,3,3,,,
Hidden Cove - Tranquil Haven,3,C+,9,Frank Karsten,,,4,3,,,
Motunui - Island Paradise,3,C+,9,Frank Karsten,,,4,3,,,
Olaf - Friendly Snowman,3,C,9,Frank Karsten,,,3,3,,,
Bobby Zimuruski - Spray Cheese Kid,3,C,9,Frank Karsten,,,2,3,,,
Mulan - Injured Soldier,3,C,9,Frank Karsten,,,3,3,,,
Tiana - Diligent Waitress,3,C,9,Frank Karsten,,,3,3,,,
Robin Hood - Capable Fighter,3,C,9,Frank Karsten,,,2,3,,,
Ursula - Vanessa,3,C,9,Frank Karsten,,,3,3,,,
Timothy Q. Mouse - Flight Instructor,3,C,9,Frank Karsten,,,2,3,,,
Ursula - Deceiver,3,C,9,Frank Karsten,,,3,3,,,
Gaston - Arrogant Hunter,3,C,9,Frank Karsten,,,3,3,,,
Nala - Undaunted Lioness,3,C,9,Frank Karsten,,,2,3,,,
Little John - Sir Reginald,3,C,9,Frank Karsten,,,2,3,,,
Queen of Hearts - Wonderland Empress,3,C,9,Frank Karsten,,,3,3,,,
Ursula - Sea Witch,3,C,9,Frank Karsten,,,2,3,,,
Sisu - Daring Visitor,3,C,9,Frank Karsten,,,2,3,,,
Hans - Noble Scoundrel,3,C,9,Frank Karsten,,,3,3,,,
John Silver - Greedy Treasure Seeker,3,C,9,Frank Karsten,,,3,3,,,
Ariel - Determined Mermaid,3,C,9,Frank Karsten,,,3,3,,,
Cinderella - Gentle and Kind,3,C,9,Frank Karsten,,,3,3,,,
Jafar - Keeper of Secrets,3,C,9,Frank Karsten,,,3,3,,,
Donald Duck - Perfect Gentleman,3,C,9,Frank Karsten,,,3,3,,,
P.J. Pete - Caught Up in the Music,3,C,9,Frank Karsten,,,2,3,,,
Alice - Accidentally Adrift,3,C,9,Frank Karsten,,,2,3,,,
Rapunzel - Letting Down Her Hair,3,C,9,Frank Karsten,,,2,3,,,
Grand Pabbie - Oldest and Wisest,3,C,9,Frank Karsten,,,2,3,,,
Elsa - Spirit of Winter,3,C,9,Frank Karsten,,,2,3,,,
One Jump Ahead,3,C,9,Frank Karsten,,,2,3,,,
Stand Out,3,C,9,Frank Karsten,,,2,3,,,
Heal What Has Been Hurt,3,C,9,Frank Karsten,,,3,3,,,
Be King Undisputed,3,C,9,Frank Karsten,,,2,3,,,
Four Dozen Eggs,3,C,9,Frank Karsten,,,3,3,,,
Lost in the Woods,3,C,9,Frank Karsten,,,3,3,,,
A Pirate's Life,3,C,9,Frank Karsten,,,3,3,,,
Circle of Life,3,C,9,Frank Karsten,,,2,3,,,
Under the Sea,3,C,9,Frank Karsten,,,2,3,,,
The Mob Song,3,C,9,Frank Karsten,,,2,3,,,
Magic Mirror,3,C,9,Frank Karsten,,,2,3,,,
Family Fishing Pole,3,C,9,Frank Karsten,,,2,3,,,
Aurora - Holding Court,2,C-,9,Frank Karsten,,,1,2,,,
Goofy - Set for Adventure,2,C-,9,Frank Karsten,,,1,2,,,
Simba - Scrappy Cub,2,C-,9,Frank Karsten,,,1,2,,,
Jafar - Lamp Thief,2,C-,9,Frank Karsten,,,3,2,,,
Max Goof - Rebellious Teen,2,C-,9,Frank Karsten,,,1,2,,,
Mama Odie - Mystical Maven,2,C-,9,Frank Karsten,,,1,2,,,
Belle - Inventive Engineer,2,C-,9,Frank Karsten,,,3,2,,,
Judy Hopps - Optimistic Officer,2,C-,9,Frank Karsten,,,3,2,,,
Ariel - Singing Mermaid,2,C-,9,Frank Karsten,,,3,2,,,
Prince Phillip - Warden of the Woods,2,C-,9,Frank Karsten,,,1,2,,,
Shenzi - Hyena Pack Leader,2,C-,9,Frank Karsten,,,3,2,,,
The Queen - Mirror Seeker,2,C-,9,Frank Karsten,,,3,2,,,
Captain Hook - Captain of the Jolly Roger,2,C-,9,Frank Karsten,,,1,2,,,
Maleficent - Monstrous Dragon,2,C-,9,Frank Karsten,,,3,2,,,
Sudden Chill,2,C-,9,Frank Karsten,,,3,2,,,
One Last Hope,2,C-,9,Frank Karsten,,,1,2,,,
Mother Knows Best,2,C-,9,Frank Karsten,,,1,2,,,
Last‐Ditch Effort,2,C-,9,Frank Karsten,,,1,2,,,
I2I,2,C-,9,Frank Karsten,,,1,2,,,
Rose Lantern,2,C-,9,Frank Karsten,,,3,2,,,
Coconut Basket,2,C-,9,Frank Karsten,,,3,2,,,
Agrabah - Marketplace,2,C-,9,Frank Karsten,,,3,2,,,
Pluto - Friendly Pooch,1,D-,9,Frank Karsten,,,0,1,,,
Jasmine - Heir of Agrabah,1,D-,9,Frank Karsten,,,1,1,,,
Aladdin - Prince Ali,1,D-,9,Frank Karsten,,,1,1,,,
Aurora - Tranquil Princess,1,D-,9,Frank Karsten,,,1,1,,,
Donald Duck - Sleepwalker,1,D-,9,Frank Karsten,,,1,1,,,
Raya - Headstrong,1,D-,9,Frank Karsten,,,1,1,,,
Mickey Mouse - Trumpeter,1,D-,9,Frank Karsten,,,0,1,,,
Prince Phillip - Vanquisher of Foes,1,D-,9,Frank Karsten,,,1,1,,,
I'm Stuck!,1,D-,9,Frank Karsten,,,1,1,,,
Poor Unfortunate Souls,1,D-,9,Frank Karsten,,,1,1,,,
You Can Fly!,1,D-,9,Frank Karsten,,,1,1,,,
Bruno's Return,1,D-,9,Frank Karsten,,,0,1,,,
Make the Potion,1,D-,9,Frank Karsten,,,0,1,,,
"I Find 'Em, I Flatten 'Em",1,D-,9,Frank Karsten,,,1,1,,,
Signed Contract,1,D-,9,Frank Karsten,,,1,1,,,
Ursula's Shell Necklace,1,D-,9,Frank Karsten,,,0,1,,,
Aurelian Gyrosensor,1,D-,9,Frank Karsten,,,1,1,,,
White Rabbit's Pocket Watch,1,D-,9,Frank Karsten,,,1,1,,,
Dinner Bell,1,D-,9,Frank Karsten,,,0,1,,,
Heart of Te Fiti,1,D-,9,Frank Karsten,,,1,1,,,
Casa Madrigal - Casita,1,D-,9,Frank Karsten,,,1,1,,,
Atlantica - Concert Hall,1,D-,9,Frank Karsten,,,1,1,,,
Maui's Place of Exile - Hidden Island,1,D-,9,Frank Karsten,,,1,1,,,
